"id","name","abbreviation","type"
12974,"Society of Humanitarian Empowerment for Development","SHED","NGOs"
12877,"Society of Physically Handicapped People","SPHP","Private Orgs. & Foundations"
14512,"Society Unit Women Afghanistan","SUWA","NGOs"
15690,"Socio-economic, Engineering and Environmental Development Technology Foundation, Inc.","SEEDTECH Foundation, Inc.","NGOs"
13592,"Sodexo","Sodexo","Private Orgs. & Foundations"
6822,"SODI - Solidaritätsdienst-International ","SODI","NGOs"
7341,"Soeurs missionnaires de la charite (Mere Teresa)","SMC","Private Orgs. & Foundations"
12890,"SOHDO","SOHDO","NGOs"
12670,"Sohrabi Reconstruction Organisation","SOH","Private Orgs. & Foundations"
16413,"Soins infirmiers et développement communautaire","SIDC","NGOs"
5202,"Soka Gakkai","Soka Gakkai","NGOs"
13156,"Sokola and Paska-Rata","Sokola and Paska-Rata","NGOs"
13523,"Sol Inc.","Sol Inc.","Private Orgs. & Foundations"
13479,"Soles4Souls","Soles4Souls","Private Orgs. & Foundations"
13064,"Solid House Foundation","SHF","NGOs"
8958,"Solidar","Solidar","NGOs"
7930,"SOLIDAR INGO CONSORTIUM ","SOLIDAR INGO CONSORTIUM ","NGOs"
16414,"Solidar Suisse","Solidar","NGOs"
6289,"Solidaridad Internacional","Solidaridad","NGOs"
8558,"Solidarität Dritte Welt","SDW","NGOs"
6167,"Solidarität mit Lateinamerika","Solidarität mit Lateinamerika","NGOs"
7686,"Solidarité des Femmes de Fizi pour le Bien-Etre Familial (SOFIBEF)","SOFIBEF","NGOs"
7701,"Solidarité des femmes en difficultés (SOFED)","SOFED","NGOs"
15909,"Solidarité Féminine pour la Paix et le Développement Intégral","SOFEPADI","NGOs"
16060,"Solidarité Internationale pour l'Afrique","SIA","NGOs"
7442,"Solidarité laique","Solidarité laique","NGOs"
7132,"Solidarité Socialiste","Solidarité Socialiste","NGOs"
14857,"Solidarité Syndicale - Luxembourg","Solidarité Syndicale - Luxembourg","NGOs"
6795,"Solidarité, Urgence, Developpement","SUD","Private Orgs. & Foundations"
5633,"Solidarités International","Solidarités","NGOs"
5264,"Solidarites-Belgium","Solidarites-Belgium","NGOs"
5265,"Solidarites-France","Solidarites-France","NGOs"
14022,"Solidarity for Afghan Families","SAF","NGOs"
16833,"Solidarity for Women's Rights Association","SOWA","NGOs"
15897,"Solidarity Group of Jubbaland","SGJ","NGOs"
16180,"Solidarity Organization for Rehabilitation of Afghanistan","SORA","NGOs"
16646,"Solidarity with South Sudan","SSS","NGOs"
6495,"Solidarmed","Solidarmed","NGOs"
16651,"Solo Enviro Beautification","SEB","NGOs"
8143,"Solomon Islands Red Cross","Solomon Islands RC","Red Cross / Red Crescent"
15868,"Solutions for Humanity International","SFH","NGOs"
14836,"Somaction","SOMACTION","NGOs"
8029,"Somali Action for Community Development","SACOD","NGOs"
8885,"Somali Aid Foundations","SAF","NGOs"
16220,"Somali Anti HIV Aids League","SAHAL","NGOs"
14591,"Somali Association for Rehabilitation and Development","SARD","NGOs"
13170,"Somali Association of Health Care & Education Development","SAHED","Private Orgs. & Foundations"
15899,"Somali Child Protection and Development","SOCPD","NGOs"
8886,"Somali Children Rights Organization","SHARDO","NGOs"
15093,"Somali Community Concern","SCC","NGOs"
13154,"Somali Community Development Foundation","SCDF","Private Orgs. & Foundations"
8614,"Somali Community Literacy Center","SCLC","NGOs"
8887,"Somali Development and Rehabilitation Organisation","SDRO","NGOs"
15901,"Somali Development Plan","SOMPLAN","NGOs"
16403,"Somali Disability Empowerment Network","SODEN","NGOs"
8397,"Somali Education and Health Organisation","SEHO","Private Orgs. & Foundations"
8888,"Somali Emergency Aid","SEA","NGOs"
15895,"Somali Emergency Relief and Rehabilitation Agency","SERRA","NGOs"
15290,"Somali Help Age","SHA","NGOs"
14590,"Somali Human Rights Association","SOHRA","NGOs"
15898,"Somali Humanitarian Aid and Development Organization","SHADO","NGOs"
15094,"Somali Humanitarian Relief Action","SHRA","NGOs"
16041,"Somali Humanitarian Relief and Organization","SOHRO","NGOs"
8386,"Somali Integrated Fishing Organisation","SIFO","Private Orgs. & Foundations"
15900,"Somali Medical Aid and Relief Organization","SOMARO","NGOs"
8889,"Somali Minority Vision In Action Relief and Development Organization","SMVIARDO","NGOs"
8890,"Somali Organic Agriculture Development Organization","SOADO","NGOs"
15095,"Somali Peace and Development Society","SPDS","NGOs"
16101,"Somali Peace Development and Network Centre","SPDNC","NGOs"
16091,"Somali People Displacement and Development Organization","SOPDDO","NGOs"
15935,"Somali Public Health Concern Organization","SOPHCO","NGOs"
15902,"Somali Public Health Professional Association","SOPHPA","NGOs"
7303,"Somali Red Crescent Society","Somalia RC","Red Cross / Red Crescent"
8891,"Somali Rehabilitation and Development Agency","SORDA","NGOs"
15096,"Somali Relief and Development Action","SRDA","NGOs"
14585,"Somali Relief and Development Society","SORDES","NGOs"
14581,"Somali Relief, Rehabilitation and Development Organization","SORRDO","NGOs"
15097,"Somali Rescue Action Committee","SORAC","NGOs"
15098,"Somali Transformation Group","SOMTRAG","NGOs"
16212,"Somali Vulnerable Actors","SOVA","NGOs"
15100,"Somali Women Concern Organization","SWC","NGOs"
15585,"Somali Women Empowerment and Development Organization","SOWEDO","NGOs"
14048,"Somali Young Doctors Association","SOYDA","NGOs"
15545,"Somali Youth Development Foundation","SYDF","NGOs"
15101,"Somali Youth for Peace and Development","SYPD","NGOs"
16595,"Somali Youth Integration and Development","SOYID","NGOs"
16034,"Somali Youth United","SOYU","NGOs"
16156,"Somalia Agriculture Development Initiative","SADI","NGOs"
15532,"Somalia Mobilization and Development Association","SOMDA","NGOs"
7518,"Somalia National NGO Consortium","SNNC","NGOs"
15903,"Somalia Relive Centre","SRC","NGOs"
15102,"SomaliAid","SomaliAid","NGOs"
14759,"SomaliCAN","SomaliCAN","NGOs"
15370,"Somaliland community development Organization","SCODO","NGOs"
15716,"Somaliland Nutrition and Rural Development Organization","SOLNARDO","NGOs"
7180,"Somalischer Verein e.V.","Somalischer Verein e.V.","NGOs"
13806,"Sony","Sony","Private Orgs. & Foundations"
13807,"Sony Online Entertainment","Sony Online Entertainment","Private Orgs. & Foundations"
15736,"Soofi Sachal Sarmast Welfare Association","SSSWA","NGOs"
6077,"Soroptimist International","SI","NGOs"
5272,"Soroptimist International, JPN","SI","NGOs"
6249,"Soros Foundation Open Society Institute","SFOSI","Private Orgs. & Foundations"
7507,"Soroti Catholic Diocese Integrated Development Organisation","SOCADIDO","NGOs"
16919,"Soryiat","Soryiat","NGOs"
16094,"SOS Attitude","SOS-A","NGOs"
7547,"SOS Children's Villages","SOS VE","NGOs"
15489,"SOS Desert","SOS Desert","NGOs"
7399,"SOS Faim","SOS Faim","NGOs"
13269,"SOS Futures Maman","SFM","Private Orgs. & Foundations"
8564,"SOS International","SOS International","NGOs"
15845,"SOS Jeunesse et Défis","SOS/JD","NGOs"
5798,"SOS Kinderdorf","SOS Kinderdorf","NGOs"
7452,"SOS Kinderdorpen","SOS Kinderdorpen","NGOs"
7191,"SOS Malta","SOS Malta","NGOs"
14546,"SOS Multi Services","MS","NGOs"
7482,"SOS Sahel International","SOS Sahel International","NGOs"
15754,"SOS Sahel International Niger","SOSSIN","NGOs"
14008,"SOS Sahel International UK","SOS Sahel International UK","NGOs"
15666,"SOS Sahel Sudan","SOS Sudan","NGOs"
6818,"SOS Villages d'Enfants","SOS VE","NGOs"
7623,"SOS-Barnbyar Sweden","SOS-Barnbyar Sweden","NGOs"
15594,"Soul for Development","SOUL","NGOs"
16006,"Soul of Haiti","Soul of Haiti","Private Orgs. & Foundations"
14862,"Sound Humanitarian, Participatory and Organization Uplift","SHPOUL","NGOs"
15562,"Sourire d'Enfants d'Haiti","SEH","NGOs"
5196,"South Africa","South Africa","Government"
5797,"South African Red Cross Society","South Africa RC","Red Cross / Red Crescent"
13860,"South American Football Confederation (CONMEBOL)","CONMEBOL","Private Orgs. & Foundations"
14939,"South and West Afghanistan and Balochistan Association for Coordination","SWABAC","NGOs"
14246,"South Asia Partnership Pakistan","SAP-PK","NGOs"
15696,"South Darfur Net for HIV/AIDS Campaign","SDNFAC","NGOs"
6328,"South Pacific Applied Geoscience Commission","SOPAC","Inter-governmental orgs."
14952,"South Sudan Christian Community Agency","SSCCA","NGOs"
15049,"South Sudan Development Agency","SSUDA","NGOs"
16820,"South Sudan Grassroot Initiative for Development","SSGID","NGOs"
16827,"South Sudan Integrated Development Oganization","SSIDO","NGOs"
7330,"South Sudan Law Society ","SSLS","NGOs"
16828,"South Sudan Network of People Living with HIV","SSNeP+","NGOs"
16652,"South Sudan Older People's Organization","SSOPO","NGOs"
16659,"South Sudan Street Children Organization","SSSCO","NGOs"
14920,"South Sudan Women's Empowerment Network","SSWEN","NGOs"
15058,"South Sudan Youth Impact Ministry","SSYIM","NGOs"
8395,"South West Relief and Development Agency","SWRDA","Private Orgs. & Foundations"
6272,"Southern African Development Community","SADC","Inter-governmental orgs."
15103,"Southern Aid","Southern Aid","NGOs"
6610,"Southern Alliance for Indigenous Resources","SAFIRE","NGOs"
13389,"Southern Company Charitable Foundations","Southern Company Charitable Foundations","Private Orgs. & Foundations"
13011,"Southern Sudan Disabled Persons' Association","SSDPA","Private Orgs. & Foundations"
5822,"South-North Sharing Campaign for Peace and Reunification","South-North Sharing Campaign for Peace and Reunification","NGOs"
8478,"Sovereign Military Order of Malta","SMOM","Private Orgs. & Foundations"
5228,"Spain","Spain","Government"
12867,"Spanish Aced","Spanish Aced","NGOs"
15368,"Spanish Association for Humanitarian Medicine","SEMHU","NGOs"
5457,"Spanish Red Cross","Spain RC","Red Cross / Red Crescent"
5949,"Spanish Religious Organizations","Spanish Religious Organizations","NGOs"
14738,"Spansion Inc.","Spansion Inc.","Private Orgs. & Foundations"
15280,"SPARC","SPARC","NGOs"
16517,"SPARK","SPARK","NGOs"
14739,"Spark Energy","Spark Energy","Private Orgs. & Foundations"
13201,"SPDS","SPDS","NGOs"
5707,"Special Representative of the Secretary-General","SRSG","UN Agencies"
15928,"Specially Designated Contributions (OCHA)","SDC (OCHA)","UN Agencies"
6637,"Spedition TBSG Bremen","Spedition TBSG Bremen","Private Orgs. & Foundations"
13735,"Sphene International Ltd","Sphene International Ltd","Private Orgs. & Foundations"
12887,"SPHERE","SPHERE","Private Orgs. & Foundations"
14944,"SpiruCi","SpiruCi","NGOs"
7032,"Sponsoring Children Uganda","SCU","Private Orgs. & Foundations"
15356,"Sports and Cooperation Network","SCN","Private Orgs. & Foundations"
15029,"Spring of Construction Reahabilitation, Cultural and Social Organization","SCRCSO","NGOs"
13390,"Sprint Foundation","Sprint Foundation","Private Orgs. & Foundations"
13734,"Sprint Nextel","Sprint ","Private Orgs. & Foundations"
6165,"Sr. Elfride Jagers-berger","Sr. Elfride Jagers-berger","Private Orgs. & Foundations"
6161,"Sr. Hildegard Litzlhammer","SHL","NGOs"
7489,"Sri Lanka","Sri Lanka","Government"
6532,"Sri Lanka Red Cross Society","Sri Lanka RC","Red Cross / Red Crescent"
6655,"SSA Marine","SSA","Private Orgs. & Foundations"
7196,"SSB","SSB","NGOs"
7320,"SSDO - South Sudan Development Organisation","SSDO","NGOs"
6085,"SST","SST","NGOs"
5556,"ST. ANDREWS SOCIETY","ST. ANDREWS SOCIETY","NGOs"
13898,"St. Boniface Haiti Foundation","St. Boniface Haiti Foundation","Private Orgs. & Foundations"
13899,"St. Damien Hospital","St. Damien Hospital","Private Orgs. & Foundations"
8942,"St. John Ambulance Sri Lanka","St. John Ambulance Sri Lanka","Private Orgs. & Foundations"
14267,"St. John Eye Hospital","SJEH","Private Orgs. & Foundations"
8125,"St. Josephs Care and Support Trust at Sizanani Village","St. Josephs Care and Support Trust at Sizanani Village","Private Orgs. & Foundations"
6564,"Stability Pact","Stability Pact","Inter-governmental orgs."
14596,"Stabilization and Recovery Funding Facility in Eastern DRC","SRFF","UN Agencies"
15659,"Standard Action Liaison Focus","SALF","NGOs"
7690,"Standard Chartered Bank","SCB","Private Orgs. & Foundations"
15966,"Standard Group Inc.","SGI","NGOs"
13391,"Staples Inc.","Staples Inc.","Private Orgs. & Foundations"
7459,"Star of Hope","Star of Hope","NGOs"
13430,"Starbucks Foundation ","Starbucks Foundation ","Private Orgs. & Foundations"
7310,"STARH Project","STARH Project","NGOs"
16690,"Start Fund","Start Fund","NGOs"
13871,"stART international e.V. – emergency aid for children","stART","NGOs"
12728,"START Services","START Services","NGOs"
14303,"State Development Organization","SDO","NGOs"
5372,"State of Jerst","State of Jerst","NGOs"
13319,"State Street Corporation","State Street Corporation","Private Orgs. & Foundations"
12923,"Statens Forurensningstilsyn","SFT","NGOs"
8936,"Stavanger kommune, Litteraturfestivalen Kapittel06","SKL","NGOs"
7769,"Stavanger kommune, Sølvberget KF Bibl.og kul","Stavanger kommune, Sølvberget KF Bibl.og kul","NGOs"
8704,"Stavros Niarchos Foundation","SNF","Private Orgs. & Foundations"
14410,"STC SW","STC SW","NGOs"
8421,"STCH","STCH","NGOs"
14780,"STC-NOR","STC-NOR","NGOs"
13149,"Steadfast Voluntary Services","SVO","NGOs"
8292,"Steenfeldt-Foss, O. W.","Steenfeldt-Foss, O. W.","Private Orgs. & Foundations"
8744,"STEP Afghanistan","STEP","NGOs"
12667,"STEP Health and Development Organization ","STEP HDO","Private Orgs. & Foundations"
12989,"Step Towards Empowerment of Pupil","STEP","NGOs"
8987,"Steps International","SI","NGOs"
8981,"Sterling Export Corp","SEC","Private Orgs. & Foundations"
8086,"Stichting CARE Nederland","SCN","NGOs"
5217,"Stichting Vluchteling","Stichting Vluchteling","NGOs"
8860,"Stichting World Federalist Movement","SWFM","NGOs"
16210,"Stiftelsen barn og krig, Children and War","CAW","NGOs"
8861,"Stiftelsen for en kritisk og uavhengig presse","SKUP","Private Orgs. & Foundations"
16675,"Stiftelsen Litteraturhuset","Stiftelsen Litteraturhuset","NGOs"
7764,"Stiftelsen Menneskeret.Huset","Stiftelsen Menneskeret.Huset","NGOs"
7893,"Stiftelsen Oljeberget","Stiftelsen Oljeberget","NGOs"
14671,"Stiftung des deutschen Instituts für Katastrophenmedizin","SDIK","Private Orgs. & Foundations"
14028,"Stiftung Deutsche Welthungerhilfe","Stiftung Deutsche Welthungerhilfe","NGOs"
8559,"Stiftung Kasipiti","Stiftung Kasipiti","NGOs"
7694,"Stiftung St. Barbara","Stiftung St. Barbara","Private Orgs. & Foundations"
16230,"Stitching War Child","SWC","NGOs"
14224,"Stockholm International Peace Research Institute","SIPRI","NGOs"
7377,"Stonepath Logistics","Stonepath Logistics","Private Orgs. & Foundations"
13524,"Stop & Shop Supermarket Company","Stop & Shop Supermarket Company","Private Orgs. & Foundations"
15482,"Stop Desert","SD","NGOs"
7509,"Straight Talk Foundation","STF","Private Orgs. & Foundations"
15835,"Street Children Aid","SCA","NGOs"
8223,"Strengthening Participatory Organization","SPO","NGOs"
7210,"Stromme Foundation","Stromme Foundation","Private Orgs. & Foundations"
7917,"Strømmestiftelsen - UD-tilskudd","Strømmestiftelsen - UD-tilskudd","NGOs"
14424,"Studentenes og Akademikernes Internasjonale Hjelpefond","SAIH","NGOs"
7610,"Sub-Saharan International Development Organization","SIDO","NGOs"
13050,"Success For Africa ","S4A","NGOs"
15365,"Success Initiatives Inc.","SI","NGOs"
15042,"Sud Solidarité","Sud Solidarité","NGOs"
5442,"Sudan","Sudan","Government"
8441,"Sudan Aid","Sudan Aid","NGOs"
15829,"Sudan AIDS Network","SAN","NGOs"
8923,"Sudan Anti-Poverty Organisation","SAPO","NGOs"
13059,"Sudan Christian Development and Rehabilitation Organization","SCDRO","NGOs"
15813,"Sudan Council of Voluntary Agencies","SCOVA","NGOs"
6712,"Sudan Environment Conservation Society","SECS","NGOs"
7118,"Sudan Integrated Mine Action Service","SIMAS","NGOs"
15673,"Sudan Medical Care","SMC","NGOs"
8925,"Sudan National Committee on Traditional Practices","SNCTP","NGOs"
7135,"Sudan Open Learning Organisation","SOLO","NGOs"
16246,"Sudan Peace Foundation","SPF","NGOs"
8060,"Sudan Social Development Organization ","SUDO","NGOs"
8914,"Sudanese Community Development Association","CAFA","NGOs"
8908,"Sudanese Development Call Organization","NIDAA","NGOs"
16331,"Sudanese Development Initiative","SUDIA","NGOs"
14571,"Sudanese Development Relief Agency","SUDRA","NGOs"
16240,"Sudanese Fellowship Mission","SUFEM","NGOs"
16758,"Sudanese Hilef for Peace and Development Organization","SHPDO","NGOs"
15933,"Sudanese Living with HIV Care Association","SPCA","NGOs"
16311,"Sudanese National Society for the Deaf","SNSD","NGOs"
14837,"Sudanese Network for Education for All","SNEFA","NGOs"
15027,"Sudanese Organization for Education  Development","SOED","NGOs"
16852,"Sudanese Organization for Rehabilitation and Construction","SORC","NGOs"
8926,"Sudanese Popular Committee for Relief and Rehabilitation","SPCR","NGOs"
16347,"Sudanese Projects Development Organization","SPDO","NGOs"
6634,"Sudanese Red Crescent","Sudan RC","Red Cross / Red Crescent"
13076,"Sudanese Union of the Physically Disabled","SUPD","NGOs"
13098,"Sudanese Women Association","SWA","NGOs"
8928,"Sudanese Women Association for AIDS Prevention","SWAAP","NGOs"
8929,"Sudanese Women's General Union","SWGU","NGOs"
6711,"Sudanese Youth Consolidation Programme","SYCP","NGOs"
14394,"Sud-Chemie AG","Sud-Chemie AG","Private Orgs. & Foundations"
16796,"Sudd Silenthands","SUDD","NGOs"
14137,"Sudhaar Society","Sudhaar","NGOs"
14340,"Sujag Sansar Organization","SSO","NGOs"
15206,"Sukaar Foundation","SF","NGOs"
14280,"Sukkur Blood and Drugs Donating Society","SBDDS","NGOs"
5764,"SUKS - Schweizerisches Unterstützungskomitee für die Sahraouis","SUKS","NGOs"
12724,"Sultan Haji Hassanal Bolkiah Foundation","SHHBF","Private Orgs. & Foundations"
13826,"Summer Infant, Inc.","Summer Infant ","Private Orgs. & Foundations"
14740,"Sun Life Financial Inc.","Sun Life Financial Inc.","Private Orgs. & Foundations"
16161,"Sun Relief and Development Organization","SURDO","NGOs"
8567,"Sundry Donors","Sundry Donors","Private Orgs. & Foundations"
14365,"Sungi Development Foundation","Sungi","NGOs"
8293,"Sunnaas sykehus HF, Forskningsavdelingen","SSHFF","Private Orgs. & Foundations"
15215,"Sunrise Welfare and Educational Society","SWES","NGOs"
14628,"Supply Chain Management System","SCMS","NGOs"
8975,"Support Activities for Poor Producers","SAPPROS-Nepal","NGOs"
12968,"Support Agency for Rural & Human Association's Development","SARHAD","NGOs"
16826,"Support Education Africa Organization","SEA","NGOs"
14922,"Support for Peace and Education Development Program","SPEDP","NGOs"
15644,"Support To Deprived Peoples","SDP","NGOs"
14176,"Support With Working Solution","SWWS","NGOs"
7254,"SurfAid","SurfAid","NGOs"
13286,"Suriname ","Suriname ","Government"
7636,"Suriname Red Cross","Suriname RC","Red Cross / Red Crescent"
15115,"Surityoon Sujag Welfare Association","SSWA","NGOs"
6772,"Survey Action Center","SAC","NGOs"
12922,"Survivor Corps","SC","NGOs"
15064,"Sustainable Action Group","SAG","NGOs"
15700,"Sustainable Agricultural Information Network","Sustainet E.A.","NGOs"
8348,"Sustainable Agriculture Trust","SAT","NGOs"
13945,"Sustainable Aid Supporting Haiti","SASH","Private Orgs. & Foundations"
12994,"Sustainable Development Charity Organization","SDCO","NGOs"
15203,"Sustainable Development Foundation","SDF","NGOs"
14123,"Sustainable Development Initiative","SDI","NGOs"
15324,"Sustainable Development Society","SDS","NGOs"
16825,"Sustainable Development Solutions","SDS","NGOs"
16016,"Sustainable Heath Development Centre","Viethealth","NGOs"
15300,"Sustainable Initiative for Development","SID","NGOs"
14469,"Sustainable Organic Integrated Livelihoods","SOIL","NGOs"
14881,"Sustainable Peace and Development Organisation","SPADO","NGOs"
13525,"Sutter Health","Sutter Health","Private Orgs. & Foundations"
16272,"Suvannimit Foundation","SF","Private Orgs. & Foundations"
15213,"SUVRD","SUVRD","NGOs"
15342,"Suwannimit Foundation","Suwannimit Foundation","Private Orgs. & Foundations"
5520,"Svenska Missionsradet","Svenska Missionsradet","NGOs"
12998,"Swat Participatory Council","SPC","NGOs"
13068,"Swat Youth Front","SYF","NGOs"
5443,"Swaziland","Swaziland","Government"
5062,"Sweden","Sweden","Government"
8075,"Swedish Alliance Mission ","SAM","NGOs"
8406,"Swedish Alliance Welfare Association","SAWA","Private Orgs. & Foundations"
8902,"Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel","SEAPPI/NEAPPI","Private Orgs. & Foundations"
7892,"Swedish Christian Council","SCC","NGOs"
5575,"Swedish Civil Contingencies Agency (MSB)","MSB","Government"
5754,"Swedish Committee for Afghanistan","SCA","NGOs"
6072,"Swedish Convenant Church","SCC","Private Orgs. & Foundations"
5574,"Swedish Cooperative Centre","SCC","NGOs"
5716,"Swedish Covenant Mission","SCM","Private Orgs. & Foundations"
8366,"Swedish Ecumenical Accompaniment Programme in Palestine and Israel","SEAPPI","Private Orgs. & Foundations"
6060,"Swedish Free Mission","Swedish Free Mission","NGOs"
6884,"Swedish Groups of Africa","Swedish Groups of Africa","Private Orgs. & Foundations"
5519,"Swedish Lutheran Aid","SLA","NGOs"
6949,"Swedish Mission Council","SMR","NGOs"
6158,"Swedish Missionary Association","Swedish Missionary Association","NGOs"
5111,"Swedish Red Cross ","Sweden RC","Red Cross / Red Crescent"
7844,"Swedish Refugee Aid","SWERA","NGOs"
8791,"Swedish Tibetan Society for School & Culture","STSSC","NGOs"
6921,"Sweet Mickey Foundation","SMF","Private Orgs. & Foundations"
6266,"SWEFOR - Swedish Fellowship of Reconciliation","SWEFOR","Private Orgs. & Foundations"
6361,"SWIFT - Society for Worldwide Interbank Financial Telecommunication","SWIFT","Private Orgs. & Foundations"
6318,"Swift Creative, Inc.","SCI","NGOs"
6301,"SWIFT RONCO","SWIFT RONCO","Private Orgs. & Foundations"
7726,"Swiss Academy of Development","SAD","Private Orgs. & Foundations"
7091,"Swiss AIDS Care International","SACI","NGOs"
12918,"Swiss Campaign to Ban Landmines","SCBL","NGOs"
7463,"Swiss Centre for International Health","SCIH","NGOs"
5847,"Swiss Development Cooperation/Swiss Humanitarian Aid","SDC/SHA","Government"
5068,"Swiss Disaster Relief Unit","SDR","Government"
6677,"Swiss Foundation for Mine Action / Organisation for Security and Cooperation in Europe","FSD / OSCE","Private Orgs. & Foundations"
5480,"Swiss Red Cross","Switzerland RC","Red Cross / Red Crescent"
6629,"Swiss Rotary Club","SRC","NGOs"
7415,"Swiss Solidarity","Swiss Solidarity","NGOs"
14013,"SWISSAID","SWISSAID","Private Orgs. & Foundations"
8146,"Swisscontact","Swisscontact","NGOs"
7639,"SwissCor","SwissCor","NGOs"
15104,"SWISSO - Kalmo","SWISSO - Kalmo","NGOs"
12759,"Swisspeace","Swisspeace","NGOs"
5067,"Switzerland","Switzerland","Government"
13426,"Symantec","Symantec","Private Orgs. & Foundations"
16684,"Syria Relief and Development","SRD","NGOs"
16691,"Syria Sanad","Syria Sanad","NGOs"
6517,"Syrian Arab Popular Committee","SAPC","Private Orgs. & Foundations"
7745,"Syrian Arab Red Crescent","Syrian RC","Red Cross / Red Crescent"
6782,"Syrian Arab Republic","Syrian Arab Republic","Government"
8063,"Syrian Orthodox Church","SOC","Private Orgs. & Foundations"
16909,"Syrian Society for Social Development","SSSD","NGOs"
8076,"Syrisk Orthodox Church Sweden","SOCS","NGOs"
5350,"T. Kuroyanagi","T. Kuroyanagi","Private Orgs. & Foundations"
13568,"TabbFORUM","TabbFORUM","Private Orgs. & Foundations"
13862,"TACODAPU, INC.","TACODAPU, INC.","Private Orgs. & Foundations"
16323,"Tadabeer for Assistance and Kindness Everywhere","TAKE","NGOs"
15904,"Tadamun Social Society","TASS","NGOs"
16415,"Taghyeer","Taghyeer","NGOs"
5444,"Taiwan (Province of China)","Taiwan (Province of China)","Government"
8191,"Taiwan Grassroots Women Workers' Centre","TGWWC","Private Orgs. & Foundations"
6288,"Taiwan Red Cross Society","Taiwan RC","Red Cross / Red Crescent"
5494,"Taiwan Rotary","Taiwan Rotary","Private Orgs. & Foundations"
13873,"Taiwan Tzu-chi Foundation Malaysia","TTFM","Private Orgs. & Foundations"
6333,"Tajikistan","Tajikistan","Government"
16572,"Takal Welfare Organization","TWO","NGOs"
14312,"Takhleeq Foundation","Takhleeq Foundation","NGOs"
15114,"Talawiet Organization for Development","TOD","NGOs"
15524,"Talo Development Organisation","TDO","NGOs"
5305,"Taloqan Hospital","Taloqan Hospital","Private Orgs. & Foundations"
8188,"Tambanevana Children's Association","TCA","Private Orgs. & Foundations"
14894,"Tameer-e-Khalaq Foundation","Tameer-e-Khalaq Foundation","NGOs"
16270,"Tamer Institute for Community Education","TICE","NGOs"
7147,"Tamil Rehabilitation Organisation","TRO","NGOs"
15638,"Tamkeen for Community Development","TCD","NGOs"
8327,"Tammuz Organizataion for Social Development","TOSD","Private Orgs. & Foundations"
13639,"Tampico Beverages Inc.","Tampico Beverages Inc.","Private Orgs. & Foundations"
8892,"Tanad Relief and Development Organisation","TARDO","NGOs"
5445,"Tanzania","Tanzania","Government"
6582,"Tanzania Red Cross National Society","Tanzania RC","Red Cross / Red Crescent"
8222,"Taraqee Foundation","Taraqee Foundation","Private Orgs. & Foundations"
14467,"Tare Dani","Tare Dani","NGOs"
13290,"Target","Target","Private Orgs. & Foundations"
6594,"Tariro House of Hope","THH","NGOs"
14741,"Tasa Meng","Tasa Meng","Private Orgs. & Foundations"
16124,"TASSAGHT","TASSAGHT","NGOs"
15756,"Tawsol Al Amal Charity Organization","TACO","NGOs"
13392,"TD Bank","TD Bank","Private Orgs. & Foundations"
8364,"Teacher Creativity Centre","TCC","Private Orgs. & Foundations"
15294,"Teachers' Resource Centre","TRC","NGOs"
5518,"Tear Australia","TEAR AUS","NGOs"
14020,"TEAR Fund New Zealand","TFNZ","NGOs"
5157,"TEARFUND","TEARFUND","NGOs"
13497,"TEC Equipment, Inc.","TEC Equipment, Inc.","Private Orgs. & Foundations"
5172,"Technisches Hilfswerk (THW)","THW","Government"
14051,"Techno Plan","Techno Plan","NGOs"
15105,"Technoplan Group of Volunteers","TGV","NGOs"
15577,"Tehreek","Tehreek","NGOs"
6825,"Telecom for Basic Human Needs","TBHN","NGOs"
6092,"Telecom Sans Frontieres","TSF","NGOs"
8068,"Telefood Campaign ","Telefood Campaign ","NGOs"
14102,"Telenor Pakistan","Telenor Pakistan","Private Orgs. & Foundations"
14742,"TELUS","TELUS","Private Orgs. & Foundations"
7989,"Temele Development Organisation","TEMEDO","NGOs"
7742,"Temporary International Presence in Hebron","TIPH","NGOs"
13393,"Tenet Healthcare Corporation","Tenet Healthcare Corporation","Private Orgs. & Foundations"
15796,"Tenmiya - Centre des Innovations pour le Développement","Tenmiya","NGOs"
8175,"TERMA FOUNDATION","TERMA FOUNDATION","Private Orgs. & Foundations"
5772,"Terra Nuova","Terra Nuova","NGOs"
5106,"Terra Tech","TT","NGOs"
13155,"Terre des Hommes - Germany","TdH - Germany","NGOs"
6405,"Terre des Hommes - Italy","TdH - IT","NGOs"
16143,"Terre des Hommes - Lausanne","TdH - L","NGOs"
5762,"Terre des Hommes International","TdH","NGOs"
16031,"TERREMOTO HAITI","TERREMOTO HAITI","NGOs"
13394,"Tesco","Tesco","Private Orgs. & Foundations"
7036,"Teso Women Peace Activitist","TEWPA","Private Orgs. & Foundations"
14060,"test","test","Government"
14274,"Tethyan Copper Company","TCC","Private Orgs. & Foundations"
13494,"Teva Pharmaceutical Industries Ltd.","Teva Pharmaceutical Industries Ltd.","Private Orgs. & Foundations"
7562,"TGK Consult","TGK Consult","NGOs"
8718,"Thai National AIDS Foundation","TNAF","Private Orgs. & Foundations"
5481,"Thai Red Cross Society","Thailand RC","Red Cross / Red Crescent"
7421,"Thai Tsunami Victim Identification Group","Thai Tsunami Victim Identification Group","NGOs"
